2,4-ດີອີເອສ	2,4-滴乙基硫酸钠
ການສ້າງເມັດເລືອດຂາວ	红血球生成
ການສ້າງເມັດເລືອດຂາວ	血液形成
ການສ້າງເມັດເລືອດຂາວ	血生成
ການສ້າງເມັດເລືອດຂາວ	血细胞生成
ການສ້າງເມັດເລືອດຂາວ	造血作用
ການສ້າງເມັດເລືອດແດງ	白细胞生成
ການສ້າງເມັດເລືອດແດງ	红血球生成
ການສ້າງເມັດເລືອດແດງ	血液形成
ການສ້າງເມັດເລືອດແດງ	血生成
ການສ້າງເມັດເລືອດແດງ	血细胞生成
ການສ້າງເມັດເລືອດແດງ	造血作用
ການສ້າງເລືອດ	白细胞生成
ການສ້າງເລືອດ	红血球生成
ການສ້າງເລືອດ	血液形成
ການສ້າງເລືອດ	血生成
ການສ້າງເລືອດ	血细胞生成
ການສ້າງເລືອດ	造血作用
ການສ້າງເສັ້ນໄຍ	血纤维蛋白原
ການສ້າງແຜນທີຢິນ	基因作图
ການສ້າງແຜນທີຢິນ	染色体图谱
ການສ້າງແຜນທີຢິນ	遗传图
ການສ້າງແຜນທີ່	制图
ການສ້າງແຜນທີ່	绘图
ການສ້າງແຜນທີ່	绘图法
ການສ້າງໄຂ່	卵子发生
ການສ້າງໄຂ່	卵形成
ການສ້າງໄຂ່	卵黄生成
ການສໍາພັນ	关系
ການສໍາພັນ	关联
ການສໍາພັນ	关联性
ການສໍາພາດ	采访
ການສໍາພາດ	访问
ການສໍາພາດ	访谈
ການສໍາພາດ	走访
ການສໍາຫຼວດ	勘测
ການສໍາຫຼວດຊັບພະຍາກອນ	自然资源
ການສໍາຫຼວດຊັບພະຍາກອນ	资源勘探
ການສໍາຫຼວດຊັບພະຍາກອນ	资源评估
ການສໍາຫຼວດຕະຫຼາດ	市场分析
ການສໍາຫຼວດຕະຫຼາດ	市场学习
ການສໍາຫຼວດຕະຫຼາດ	市场研究
ການສໍາຫຼວດຕະຫຼາດ	市场调查
ການສໍາຫຼວດທາງປ່າໄມ້	森林调查
ການສໍາຫຼວດທາງອາກາດ	航空摄影测量
ການສໍາຫຼວດນ້ໍາ	水勘探
ການສໍາຫຼວດນ້ໍາໃຕ້ດິນ	地下水总量
ການສໍາຫຼວດປະຊາກອນ	人口普查
ການສໍາຫຼວດປະຊາກອນກະສິກໍາ	农业普查
ການສໍາຫຼວດຜູ້ບໍລິໂພກ	消费者调查
ການສໍາຫຼວດພະຍາດ	疾病调查
ການສໍາຫຼວດພະຍາດຕິດຕໍ່	流行病调查
ການສໍາຫຼວດພະຍາດຕິດຕໍ່	疾病调查
ການສໍາຫຼວດພື້ນທີ່ກະສິກໍາ	农田调查
ການສໍາຫຼວດພົນລະເມືອງ	人口组成普查
ການສໍາຫຼວດສັດຕູພືດ	虫害调查
ການສໍາຫຼວດໂພຊະນາການ	营养状况调查
ການສໍາຮອງ	备份
ການສໍາຮອງ	存货
ການສໍາເນົາ	保存
ການສໍາເນົາ	存档
ການສໍາເນົາ	存档文件
ການສໍາເນົາ	封存
ການສໍາເນົາ	档案
ການສໍາເນົາ	网路存档目录
ການສໍາເນົາສໍາຮອງ	备份副本
ການສໍາເນົາເຄືອຂ່າຍແມ່	伺服器复本
ການສໍາເນົາເຄືອຂ່າຍແມ່	服务器副本
ການສໍ້ລາດບັງຫຼວງ	腐败
ການສໍ້ລາດບັງຫຼວງ	贪污
ການຫຍໍ້ລົງ	压缩
ການຫນີບອັດ	挤压
ການຫນີບແຫນ້ນ	凝结
ການຫນູນວຽນຂອງນ້ໍາຢາງເຫຼືອງ	淋巴循环
ການຫນູນວຽນຂອງນ້ໍາຢາງເຫຼືອງ	淋巴流
ການຫນູນວຽນຂອງເລືອດ	毛细管循环
ການຫນູນວຽນຂອງເລືອດ	血流量
ການຫນູນວຽນຂອງເລືອດ	血液动力学
ການຫນູນວຽນຂອງເລືອດ	血液循环
ການຫມັກ	发酵
ການຫມັກຊີຕຣິກ	柠檬发酵
ການຫມັກທີ່ໃຊ້ອົກຊີ	好氧发酵
ການຫມັກນົມ	酸乳
ການຫມັກນົມສົ້ມ	乳酸发酵
ການຫມັກນ້ໍາສົ້ມ	醋酸发酵
ການຫມັກນ້ໍາສົ້ມຊີຕຣິກ	柠檬发酵
ການຫມັກນ້ໍາສົ້ມຊີຕຣິກ	柠檬酸发酵
ການຫມັກມາໂລແລັກຕິກ	丙乳酸发酵
ການຫມັກສະຖານະແຂງ	固态发酵
ການຫມັກສະພາວະແຂງ	固态发酵
ການຫມັກສະພາວະແຂງ	固相发酵
ການຫມັກສະພາວະແຂງ	固相基质发酵
ການຫມັກອາຍມີເທນ	甲烷发酵
ການຫມັກເຫຼົ້າ	酒精发酵
ການຫມັກເຫຼົ້າບູຕິລິກ	丁酸发酵
ການຫມັກເຫຼົ້າເອຕີລິກ	乙醇发酵
ການຫມັກເຫຼົ້າເອຕີລິກ	酒精发酵
ການຫມັກໂກຈິກ	曲酸发酵
ການຫມັກໂພຣພິໂອນິກ	丙酸发酵
ການຫມາຍທາດອີໂຊຕົບ	同位素分析
ການຫມາຍທາດອີໂຊຕົບ	同位素标记
ການຫມາຍທາດອີໂຊຕົບ	同位素稀释法
ການຫມາຍທາດອີໂຊຕົບ	放射性示踪物
ການຫມາຍທາດອີໂຊຕົບ	示踪技术
ການຫມູນວຽນຂອງບັນຍາກາດ	大气环流
ການຫມູນວຽນເຄມີທາງສະລິລະສາດ	趋化性
ການຫມູບຟັກໄຂ່	育雏
ການຫມົດທາດອາຫານໃນດິນ	土壤耗竭
ການຫວ່ານ	撒施
ການຫວ່ານຝຸ່ນ	拌种施肥
ການຫວ່ານຝຸ່ນ	施肥
ການຫວ່ານຝຸ່ນ	条播施肥
ການຫວ່ານຝຸ່ນໃນຮ່ອງ	拌种施肥
ການຫວ່ານຝຸ່ນໃນຮ່ອງ	施肥
ການຫວ່ານຝຸ່ນໃນຮ່ອງ	条播施肥
ການຫວ່ານແກ່ນ	播种
ການຫວ່ານແກ່ນຄືນ	重播
ການຫວ່ານແກ່ນຖີ່	补播
ການຫວ່ານແກ່ນຫ່າງ	套种
ການຫັນເປັນກົນຈັກ	机械化
ການຫັນເປັນທັນສະໃຫມ	现代化
ການຫັນເປັນອຸດສາຫະກໍາ	工业化
ການຫັນເປັນເຄື່ອງຈັກ	摩托化
ການຫັນເປັນເຄື່ອງຈັກ	机械化
ການຫັນເປັນເອກະຊົນ	私有化
ການຫາຄວາມສໍາພັນແບບເສັ້ນຊື່	线性规划
ການຫາຍໃຈ	呼吸作用
ການຫາຍໃຈຂອງຈຸລັງ	细胞呼吸
ການຫາຍໃຈດ້ວຍແສງ	光呼吸作用
ການຫາຍໃຈດ້ວຍແສງ	光呼吸途径
ການຫາປາ	钓鱼
ການຫາປາດ້ວຍຫຼອບ	围网作业
ການຫາປາດ້ວຍແສງສະຫວ່າງ	光诱捕捞
ການຫາປາແບບພື້ນເມືອງ	传统捕捞
ການຫາຫຍ້າໃຫ້ສັດກິນ	觅食
ການຫິວນ້ໍາ	渴
ການຫຸ້ມຫໍ່	包装
ການຫຸ້ມຫໍ່ດ້ວຍສູນຍາກາດ	真空包装
ການຫຸ້ມຫໍ່ແບບຂ້າເຊອ	无菌包装
ການຫູງຕມ	烹调
ການຫູງຕມດ້ວຍໄມໂຄຣເວບ	微波蒸煮
ການຫົດໂຕ	收缩性
ການຫຼອມລະລາຍ	融化
ການຫຼັ່ງ	分泌作用
ການຫຼັ່ງຂອງຮອກໂມນເພດ	促性腺激素释放
ການຫຼຸດຜ່ອນ	还原
ການຫຼຸດໂບກ	脱臼
ການຫຼົກຕົ້ນໄມ້ໃຫຍ່	伐木
ການຫຼົກຕົ້ນໄມ້ໃຫຍ່	掘根伐
ການຫຼົກຕົ້ນໄມ້ໃຫຍ່	生理干燥法
ການຫຼົກຕົ້ນໄມ້ໃຫຍ່	采伐
ການຫຼົ່ນ	脱落
ການຫຼົ່ນຂອງໃບ	叶落
ການຫຼ້າຊ້າ	延迟
ການຫຼໍ່ລື້ນ	润滑
ການຫ້າມປາມ	防御
ການອອກກົດຫມາຍ	立法
ການອອກກໍາລັງກາຍ	体力劳动
ການອອກກໍາລັງກາຍ	体力活动
ການອອກກໍາລັງກາຍ	锻炼
ການອອກງ່າ	矮林作业
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	农药性质
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	杀卵特性
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	杀幼虫特性
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	杀真菌特性
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	杀虫特性
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	杀螨特性
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	杀鼠特性
ການອອກລິດຂອງຢາກໍາຈັດສັດຕູພືດ	除草特性
ການອອກລູກກ່ອນກໍານົດ	早熟
ການອອກລູກຍາກ	难产
ການອອກລູກມ້າ	产小猪
ການອອກລູກມ້າ	产小羊
ການອອກລູກມ້າ	产犊
ການອອກລູກມ້າ	产羔
ການອອກລູກມ້າ	产驹
ການອອກລູກມ້າ	出生
ການອອກລູກມ້າ	分娩
ການອອກລູກມ້າ	生崽
ການອອກລູກແກະ	产小猪
ການອອກລູກແກະ	产小羊
ການອອກລູກແກະ	产犊
ການອອກລູກແກະ	产羔
ການອອກລູກແກະ	产驹
ການອອກລູກແກະ	出生
ການອອກລູກແກະ	分娩
ການອອກລູກແກະ	生崽
ການອອກລູກແບ້	产小猪
ການອອກລູກແບ້	产小羊
ການອອກລູກແບ້	产犊
ການອອກລູກແບ້	产羔
ການອອກລູກແບ້	产驹
ການອອກລູກແບ້	出生
ການອອກລູກແບ້	分娩
ການອອກລູກແບ້	生崽
ການອອກສຽງ	发音
ການອອກສຽງ	变音符号
ການອອກສຽງ	音调符号
ການອອກຫມາກ	子实体
ການອອກຫມາກ	果实成形
ການອອກຫມາກ	结果
ການອອກແຈ້ງການ	发行说明
ການອອກແຈ້ງການ	版本资讯
ການອອກແຮງເຮັດປະມົງ	捕捞强度
ການອະນາໄມດ້ວຍການຖາກຖາງ	卫生伐
ການອະນາໄມດ້ວຍການຖາກຖາງ	受光伐
ການອະນາໄມດ້ວຍການຖາກຖາງ	成林抚育
ການອະນາໄມດ້ວຍການຖາກຖາງ	抚育伐
ການອະນາໄມດ້ວຍການຖາກຖາງ	生长伐
ການອະນາໄມພື້ນທີ່	地面清除
